,Aire acondicionado,Altura sótano,Ancho de calle,Año de construcción,Año de reforma,Base,Baños a medias por encima ,Baños a medias sótano,Baños enteros por encima,Baños enteros sótano,Calidad chimeneas,Calidad cocina,Calidad garaje,Calidad materiales,Calidad materiales exterior,Calidad vivienda,Calidad y condición de la calefacción,Calidad y condición piscina,Callejón,Cantidad bloques pies cuadrados,Chimeneas,Clasificación,Clasificación sótano zona1,Clasificación sótano zona2,Coches garaje,Cocina por encima,Condición 1,Condición 2,Condición garaje,Condición materiales exterior,Condición sótano,Condición venta,Dormitorios por encima,Estilo tejado,Funcionalidad casa,Geografía del terreno,Localización,Material tejado,Otras características,Pavimento,Pavimento entrada coche,Pendiente,Pes cuadr. baja calidad,Pes cuadr. totales (sin garaje),Pies cuadr. cerramiento,Pies cuadr. cubierta madera,Pies cuadr. piscina,Pies cuadr. poche abierto,Pies cuadr. porcha cerrado,Pies cuadr. segundo piso,Pies cuadr. sótano sin acabar,Pies cuadr. z1 sótano,Pies cuadr. z2 sótano,Pies cuadrados terreno,Plantas,Precio mensual,PrecioAnual,Primer revestimiento exterior,Puertecita sótano,Relieve,ScreenPorch,Segundo revestimiento exterior,Sistema eléctrico,Situación garaje,Tipo de bloque,Tipo de calefacción,Tipo de garaje,Tipo de venta,Tipo de vivienda,Total pies cuadr. sótano,Valla,Valor otras caract.,Vecindario,Zona,PrecioDeVenta
165,Y,TA,62.0,1940,1999,BrkTil,0,0.0,2,1.0,None,TA,None,7,TA,5,Gd,None,None,0.0,0,190,ALQ,Rec,0.0,2,Norm,Norm,None,Gd,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1355,0,140,0,0,0,547,112.0,351.0,181.0,10106,1.5Fin,9,2008,Wd Sdng,No,Reg,0,Wd Sdng,SBrkr,None,None,GasA,None,WD,2fmCon,644.0,None,0,Edwards,RL,127500
166,Y,TA,80.5,1955,1993,CBlock,0,0.0,1,1.0,Gd,TA,TA,5,Gd,5,Ex,None,None,0.0,3,20,LwQ,BLQ,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1867,0,476,0,0,0,0,470.0,379.0,768.0,10708,1Story,11,2009,Wd Sdng,No,IR1,142,Wd Sdng,FuseA,Fin,None,GasA,Attchd,COD,1Fam,1617.0,GdWo,0,ClearCr,RL,190000
167,Y,Ex,86.0,2007,2007,PConc,1,0.0,1,1.0,Gd,Ex,TA,5,Gd,8,Ex,None,None,300.0,1,60,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,2161,0,178,0,120,0,551,294.0,1288.0,0.0,10562,2Story,11,2007,VinylSd,No,Reg,0,VinylSd,SBrkr,Fin,Stone,GasA,Attchd,New,1Fam,1582.0,None,0,NridgHt,RL,325624
168,Y,Gd,62.0,2004,2004,PConc,1,0.0,2,0.0,Gd,Gd,TA,5,Gd,7,Ex,None,None,0.0,1,60,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1720,0,100,0,48,0,880,840.0,0.0,0.0,8244,2Story,5,2007,VinylSd,No,IR1,0,VinylSd,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,840.0,None,0,Gilbert,RL,183500
169,Y,Gd,82.0,1981,1981,CBlock,1,0.0,2,0.0,TA,TA,TA,6,Gd,8,TA,None,None,653.0,1,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Hip,Typ,Lvl,Corner,WdShake,None,Pave,Y,Gtl,0,1707,0,574,0,64,0,0,1686.0,0.0,0.0,16669,1Story,1,2006,Plywood,No,IR1,0,Plywood,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,1686.0,None,0,Timber,RL,228000
170,Y,TA,60.0,1941,1950,CBlock,1,0.0,1,0.0,None,TA,TA,6,TA,5,TA,None,None,0.0,0,50,Rec,Unf,2.0,1,Feedr,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,528,1382,0,237,0,0,0,0,360.0,360.0,0.0,12358,1.5Fin,5,2007,MetalSd,No,IR1,0,MetalSd,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,720.0,None,0,OldTown,RM,128500
171,Y,TA,141.0,1960,1960,CBlock,0,0.0,1,1.0,Gd,TA,TA,5,TA,6,Fa,None,None,112.0,2,20,BLQ,Unf,2.0,1,Norm,Norm,TA,TA,Gd,Normal,3,Hip,Typ,Lvl,Corner,CompShg,None,Pave,P,Gtl,0,1656,0,210,0,62,0,0,441.0,639.0,0.0,31770,1Story,5,2010,BrkFace,Gd,IR1,0,Plywood,SBrkr,Fin,Stone,GasA,Attchd,WD,1Fam,1080.0,None,0,NAmes,RL,215000
172,Y,Gd,44.0,1987,1987,PConc,0,0.0,2,1.0,TA,Gd,Gd,7,Gd,7,Gd,None,None,0.0,1,160,GLQ,Rec,2.0,1,Norm,Norm,TA,Gd,Gd,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1767,0,441,0,35,0,703,354.0,495.0,215.0,5306,2Story,6,2006,HdBoard,No,IR1,0,HdBoard,SBrkr,RFn,None,GasA,Attchd,WD,TwnhsE,1064.0,None,0,StoneBr,RL,239000
173,Y,TA,80.0,1961,1961,CBlock,1,0.0,1,1.0,TA,TA,TA,5,TA,6,TA,None,None,491.0,1,20,ALQ,Rec,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1362,0,0,0,20,0,0,700.0,288.0,374.0,10197,1Story,6,2008,WdShing,No,IR1,0,Wd Shng,SBrkr,Unf,BrkCmn,GasA,Attchd,COD,1Fam,1362.0,None,0,NAmes,RL,163000
174,Y,Gd,47.0,1986,1986,CBlock,0,0.0,2,1.0,TA,TA,TA,5,TA,6,TA,None,None,132.0,1,20,ALQ,LwQ,2.0,1,Norm,Norm,TA,TA,Fa,Normal,3,Gable,Min2,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1651,0,192,0,0,0,0,0.0,1398.0,208.0,12416,1Story,11,2008,VinylSd,No,IR1,0,Plywood,SBrkr,Fin,Stone,GasA,Attchd,WD,1Fam,1606.0,None,0,Timber,RL,184000
175,Y,TA,84.0,1950,2001,CBlock,0,0.0,2,1.0,Gd,Gd,TA,7,TA,6,TA,None,None,0.0,1,20,ALQ,Unf,2.0,1,Norm,Norm,TA,TA,Gd,Normal,4,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,2158,0,0,0,29,39,0,725.0,477.0,0.0,12615,1Story,6,2007,WdShing,Av,Reg,0,Wd Shng,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,1202.0,MnPrv,0,Edwards,RL,243000
176,Y,Gd,97.0,1988,1989,PConc,1,1.0,2,0.0,TA,TA,TA,5,Gd,6,TA,None,None,268.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,2060,0,0,0,228,0,896,320.0,831.0,0.0,10029,2Story,9,2007,Plywood,No,IR1,192,Plywood,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,1151.0,None,0,ClearCr,RL,211000
177,Y,TA,72.0,1958,1958,CBlock,0,0.0,2,1.0,Gd,Gd,TA,5,Gd,5,Ex,None,None,0.0,1,50,ALQ,BLQ,2.0,1,Norm,Norm,TA,Gd,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1920,0,0,0,0,0,668,554.0,57.0,441.0,13650,1.5Fin,7,2006,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,1052.0,None,0,Sawyer,RL,172500
178,Y,Ex,63.0,2008,2009,PConc,0,0.0,2,1.0,Gd,Ex,TA,5,Ex,9,Ex,None,None,748.0,1,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,1,Hip,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,2234,0,0,0,60,0,0,312.0,1904.0,0.0,17423,1Story,7,2009,VinylSd,No,IR1,0,VinylSd,SBrkr,Fin,Stone,GasA,Attchd,New,1Fam,2216.0,None,0,StoneBr,RL,501837
179,Y,TA,60.0,1923,2006,CBlock,0,0.0,1,0.0,None,TA,Fa,6,Gd,5,TA,None,None,0.0,0,30,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,N,Gtl,0,968,0,0,0,0,184,0,968.0,0.0,0.0,8520,1Story,7,2007,Wd Sdng,No,Reg,0,Wd Sdng,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,968.0,None,0,OldTown,RM,100000
180,Y,Gd,72.5,2000,2000,PConc,1,0.0,2,0.0,TA,Gd,TA,5,Gd,6,Ex,None,None,456.0,1,160,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1525,0,0,0,0,0,756,320.0,436.0,0.0,2117,2Story,6,2007,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,BrkFace,GasA,Detchd,WD,Twnhs,756.0,None,0,Somerst,FV,177000
181,Y,Fa,54.0,1920,1950,BrkTil,1,0.0,1,0.0,Gd,TA,Fa,6,TA,7,Gd,None,None,0.0,1,70,LwQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1802,0,0,0,0,40,901,441.0,352.0,0.0,7588,2Story,7,2006,Stucco,No,Reg,0,Stucco,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,793.0,None,0,Crawfor,RL,200100
182,Y,None,60.0,1957,2006,PConc,0,0.0,1,0.0,Gd,TA,TA,6,TA,5,Ex,None,None,98.0,1,20,None,None,1.0,1,Artery,Norm,TA,TA,None,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1340,180,116,0,0,0,0,0.0,0.0,0.0,9060,1Story,6,2007,Wd Sdng,None,Reg,0,Wd Sdng,SBrkr,RFn,BrkFace,GasA,Attchd,WD,1Fam,0.0,MnPrv,0,Edwards,RL,120000
183,Y,Gd,63.0,2003,2003,PConc,1,0.0,2,0.0,None,Gd,TA,5,TA,7,Ex,None,None,0.0,0,50,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Mod,Lvl,Inside,CompShg,None,Pave,N,Gtl,0,2082,0,280,0,238,0,720,1362.0,0.0,0.0,11426,1.5Fin,6,2008,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,1362.0,None,0,OldTown,RM,200000
184,Y,Fa,92.0,1908,1991,PConc,0,0.0,1,0.0,None,TA,TA,8,TA,5,Gd,None,None,0.0,0,50,Unf,Unf,2.0,1,RRAn,Feedr,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1252,0,104,0,0,0,316,504.0,0.0,0.0,7438,1.5Fin,6,2006,AsbShng,No,IR1,0,Plywood,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,504.0,MnPrv,0,BrkSide,RL,127000
185,Y,TA,90.0,1892,1993,BrkTil,1,0.0,2,0.0,TA,Ex,Ex,9,Gd,10,Ex,None,None,0.0,2,75,Unf,Unf,3.0,1,Artery,Norm,TA,Gd,TA,Normal,4,Gable,Typ,Lvl,Inside,WdShngl,None,Pave,Y,Gtl,572,3608,0,0,0,260,0,1518,1107.0,0.0,0.0,22950,2.5Fin,6,2006,Wd Sdng,Mn,IR2,410,Wd Sdng,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,1107.0,GdPrv,0,OldTown,RM,475000
186,Y,Gd,74.0,1990,1991,PConc,0,0.0,2,1.0,None,Gd,TA,5,TA,7,Ex,None,None,0.0,0,80,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1217,0,168,0,27,0,0,577.0,611.0,0.0,9947,SLvl,6,2009,HdBoard,Av,IR1,0,HdBoard,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,1188.0,GdPrv,0,Mitchel,RL,173000
187,Y,Fa,60.0,1916,1987,CBlock,1,0.0,2,0.0,None,TA,Fa,7,TA,5,Ex,None,None,0.0,0,50,Unf,Unf,1.0,1,Norm,Norm,Fa,TA,TA,Normal,3,Gable,Min2,Lvl,Inside,CompShg,None,Pave,N,Gtl,144,1656,140,0,0,0,0,704,660.0,0.0,0.0,10410,1.5Fin,8,2009,HdBoard,No,Reg,0,HdBoard,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,660.0,MnPrv,0,OldTown,RL,135000
188,Y,Gd,64.0,1979,1979,CBlock,2,0.0,0,2.0,TA,TA,TA,5,TA,5,TA,None,None,275.0,2,90,GLQ,Unf,2.0,2,Feedr,Norm,TA,TA,TA,Alloca,2,Gable,Typ,Bnk,Inside,CompShg,None,Pave,Y,Gtl,0,1224,0,120,0,0,0,0,0.0,1086.0,0.0,7018,SFoyer,6,2009,Plywood,Av,Reg,0,Plywood,SBrkr,Unf,Stone,GasA,Detchd,WD,Duplex,1086.0,None,0,SawyerW,RL,153337
189,Y,Ex,41.0,2001,2002,PConc,1,0.0,1,1.0,Gd,Ex,TA,5,Gd,8,Ex,None,None,0.0,1,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,0,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1593,0,0,0,120,0,0,440.0,1153.0,0.0,4923,1Story,8,2008,CemntBd,Av,Reg,224,CmentBd,SBrkr,Fin,None,GasA,Attchd,WD,TwnhsE,1593.0,None,0,StoneBr,RL,286000
190,Y,Gd,70.0,1932,1994,CBlock,1,0.0,2,0.0,TA,Gd,TA,8,Gd,8,TA,None,None,0.0,2,70,Rec,Unf,2.0,1,Norm,Norm,TA,TA,Gd,Normal,3,Hip,Maj1,Bnk,Inside,CompShg,None,Pave,Y,Mod,0,2727,0,0,0,74,0,1178,556.0,297.0,0.0,10570,2Story,12,2007,BrkFace,No,Reg,0,BrkFace,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,853.0,None,0,Crawfor,RL,315000
191,Y,TA,73.0,1972,2004,CBlock,1,0.0,1,1.0,None,Gd,TA,9,TA,7,Gd,None,None,138.0,0,60,ALQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,4,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1479,0,0,0,32,0,754,99.0,626.0,0.0,7472,2Story,6,2007,HdBoard,No,IR1,0,HdBoard,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,725.0,None,0,NAmes,RL,184000
192,Y,Gd,68.0,1999,1999,PConc,0,0.0,2,1.0,None,Gd,TA,5,Gd,7,Ex,None,None,0.0,0,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1431,0,0,0,35,0,0,871.0,560.0,0.0,9017,1Story,9,2009,VinylSd,Av,IR1,0,VinylSd,SBrkr,Fin,None,GasA,Attchd,WD,1Fam,1431.0,None,0,CollgCr,RL,192000
193,Y,Gd,24.0,2004,2004,PConc,0,0.0,2,0.0,None,Gd,TA,5,Gd,7,Ex,None,None,50.0,0,160,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Maj1,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1709,0,0,0,40,0,739,970.0,0.0,0.0,2522,2Story,5,2006,VinylSd,No,Reg,0,VinylSd,SBrkr,Unf,Stone,GasA,Detchd,WD,Twnhs,970.0,None,0,Edwards,RM,130000
194,Y,TA,60.0,1972,1972,CBlock,0,0.0,1,0.0,None,TA,TA,7,TA,5,TA,None,None,0.0,0,20,ALQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,864,0,0,0,0,0,0,474.0,390.0,0.0,7180,1Story,5,2008,HdBoard,Av,IR1,0,HdBoard,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,864.0,None,0,CollgCr,RL,127000
195,Y,Gd,24.0,1976,1976,CBlock,1,0.0,2,0.0,TA,TA,TA,6,TA,6,TA,None,None,0.0,1,160,ALQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,FR2,CompShg,None,Pave,Y,Gtl,0,1456,0,87,0,0,0,601,289.0,566.0,0.0,2280,2Story,7,2009,Plywood,No,Reg,0,Brk Cmn,SBrkr,Unf,None,GasA,Attchd,WD,Twnhs,855.0,None,0,NPkVill,RL,148500
196,Y,Ex,79.0,2007,2007,PConc,0,0.0,2,1.0,Gd,Ex,TA,5,Ex,7,Ex,None,None,205.0,1,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Partial,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1726,0,171,0,138,0,0,600.0,1126.0,0.0,9416,1Story,9,2007,CemntBd,No,Reg,266,CmentBd,SBrkr,Fin,Stone,GasA,Attchd,New,1Fam,1726.0,None,0,Somerst,RL,311872
197,Y,TA,174.0,1918,1990,PConc,0,1.0,2,1.0,Ex,Gd,TA,4,Gd,8,Gd,Ex,None,0.0,1,75,GLQ,LwQ,2.0,1,Artery,Norm,TA,Gd,TA,Abnorml,4,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,392,3112,0,0,512,16,552,1360,140.0,1036.0,184.0,25419,2Story,3,2006,Stucco,No,Reg,0,Stucco,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,1360.0,GdPrv,0,NAmes,RL,235000
198,Y,TA,92.0,1912,1950,CBlock,0,0.0,1,0.0,None,TA,None,6,TA,6,Ex,None,None,0.0,0,75,Unf,Unf,0.0,1,Norm,Norm,None,TA,TA,Abnorml,5,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,371,2229,0,0,0,198,30,929,755.0,0.0,0.0,5520,2.5Fin,7,2009,Wd Sdng,No,Reg,0,Wd Sdng,SBrkr,None,None,GasA,None,WD,1Fam,755.0,MnPrv,0,OldTown,RM,104000
199,Y,Ex,76.0,2004,2005,PConc,0,0.0,2,1.0,Gd,Ex,TA,5,Gd,8,Ex,None,None,262.0,1,20,GLQ,Unf,3.0,1,Norm,Norm,TA,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1713,0,0,0,26,0,0,625.0,1088.0,0.0,9591,1Story,1,2009,VinylSd,Av,Reg,170,VinylSd,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,1713.0,None,0,NridgHt,RL,274900
200,Y,Gd,80.0,2003,2004,PConc,0,0.0,2,0.0,None,TA,TA,5,TA,4,Ex,None,None,0.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1121,0,132,0,64,0,0,1121.0,0.0,0.0,8546,1Story,3,2010,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1121.0,None,0,Edwards,RM,140000
201,Y,TA,75.0,1977,1977,CBlock,0,1.0,2,0.0,Fa,TA,TA,6,TA,6,TA,None,None,0.0,2,20,ALQ,LwQ,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1279,0,238,0,83,0,0,276.0,641.0,279.0,10125,1Story,2,2008,Plywood,No,Reg,0,Plywood,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,1196.0,MnPrv,0,Mitchel,RL,171500
202,Y,Fa,50.0,1924,1950,BrkTil,0,0.0,2,0.0,None,TA,TA,6,TA,6,Gd,None,None,0.0,0,50,LwQ,Unf,1.0,1,Artery,Norm,TA,Gd,TA,Normal,2,Gable,Min1,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1310,0,0,0,0,126,445,0.0,617.0,0.0,7000,1.5Fin,5,2006,MetalSd,No,Reg,0,MetalSd,SBrkr,Unf,None,GasA,Attchd,COD,1Fam,617.0,None,0,OldTown,RL,112000
203,Y,Gd,70.0,2004,2004,PConc,0,0.0,1,1.0,Gd,Gd,TA,5,Gd,6,Ex,None,None,205.0,1,120,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,1,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,848,0,149,0,0,0,0,186.0,662.0,0.0,4438,1Story,1,2008,VinylSd,Av,Reg,0,VinylSd,SBrkr,RFn,BrkFace,GasA,Attchd,WD,TwnhsE,848.0,None,0,CollgCr,RM,149000
204,Y,TA,50.0,1947,1950,CBlock,1,0.0,1,0.0,None,TA,TA,7,TA,5,TA,None,Grvl,0.0,0,50,LwQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1284,0,0,0,35,0,564,408.0,312.0,0.0,3500,1.5Fin,4,2009,AsbShng,No,Reg,0,AsbShng,SBrkr,Unf,None,GasA,Detchd,WD,1Fam,720.0,MnWw,0,OldTown,RM,110000
205,Y,Gd,99.0,1990,1990,PConc,0,0.0,2,0.0,None,TA,TA,5,TA,7,Ex,None,None,0.0,0,20,Unf,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1442,508,0,0,34,0,0,1424.0,0.0,0.0,11851,1Story,5,2009,HdBoard,No,Reg,0,HdBoard,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1424.0,None,0,Gilbert,RL,180500
206,Y,TA,40.0,1962,1962,CBlock,1,0.0,1,0.0,TA,TA,TA,5,TA,5,TA,None,None,0.0,1,20,Unf,Unf,1.0,1,RRAe,Norm,TA,Gd,TA,Normal,3,Gable,Min2,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,1696,0,0,0,30,0,0,1140.0,0.0,0.0,13673,1Story,3,2007,HdBoard,No,IR1,0,HdBoard,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1140.0,None,0,Sawyer,RL,143900
207,Y,TA,73.0,1960,1960,PConc,0,0.0,1,1.0,Po,TA,TA,5,TA,4,TA,None,None,0.0,1,20,ALQ,Rec,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1100,0,355,0,0,0,0,375.0,419.0,306.0,12493,1Story,4,2008,Wd Sdng,No,IR1,0,Wd Sdng,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1100.0,GdWo,0,NAmes,RL,141000
208,Y,Gd,67.0,1988,1989,CBlock,1,0.0,2,1.0,Gd,TA,TA,5,Gd,7,Ex,None,None,128.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Low,Inside,CompShg,None,Pave,Y,Mod,0,2062,0,60,0,55,0,882,92.0,1065.0,0.0,14364,2Story,4,2007,Plywood,Gd,IR1,154,Plywood,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,1157.0,None,0,SawyerW,RL,277000
209,Y,Gd,75.0,1964,1964,CBlock,0,0.0,1,1.0,None,TA,TA,7,TA,6,Ex,None,None,260.0,0,20,Rec,Unf,2.0,1,Norm,Norm,Gd,TA,TA,Normal,3,Hip,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1092,0,0,0,0,0,0,305.0,787.0,0.0,8250,1Story,7,2008,HdBoard,No,Reg,0,HdBoard,SBrkr,RFn,Stone,GasA,Attchd,WD,1Fam,1092.0,MnPrv,0,NAmes,RL,145000
210,N,TA,67.0,1925,1950,CBlock,0,0.0,1,1.0,None,TA,None,6,TA,5,TA,None,None,0.0,0,30,Rec,Unf,0.0,1,Norm,Norm,None,TA,TA,Normal,2,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,864,0,0,0,0,96,0,396.0,468.0,0.0,5604,1Story,4,2008,Stucco,No,Reg,0,Stucco,FuseA,None,None,GasA,None,WD,1Fam,864.0,None,0,Edwards,RL,98000
211,Y,Gd,83.0,2009,2009,PConc,0,0.0,2,0.0,None,Gd,TA,5,TA,6,Ex,None,None,0.0,0,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Corner,CompShg,None,Pave,Y,Gtl,0,1212,0,100,0,22,0,0,1176.0,36.0,0.0,10420,1Story,3,2010,VinylSd,Mn,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,WD,1Fam,1212.0,None,0,Edwards,RL,186000
212,Y,Gd,72.0,2009,2009,PConc,1,0.0,2,1.0,TA,Gd,TA,5,TA,7,Ex,None,None,0.0,1,60,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Partial,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1852,0,168,0,108,0,920,78.0,822.0,0.0,8640,2Story,7,2009,VinylSd,No,Reg,0,VinylSd,SBrkr,RFn,None,GasA,Attchd,New,1Fam,900.0,None,0,Somerst,FV,252678
213,Y,Gd,43.0,1995,1995,PConc,0,1.0,1,0.0,None,TA,TA,5,TA,5,Ex,None,None,0.0,0,20,ALQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,CulDSac,CompShg,None,Pave,Y,Gtl,0,990,0,224,0,0,0,0,274.0,716.0,0.0,13568,1Story,7,2006,VinylSd,No,IR2,0,VinylSd,SBrkr,Unf,None,GasA,Attchd,WD,1Fam,990.0,None,0,CollgCr,RL,156000
214,Y,Gd,70.0,1977,1977,CBlock,1,0.0,1,0.0,None,TA,TA,7,TA,6,Ex,None,None,153.0,0,60,GLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,FR2,CompShg,Shed,Pave,Y,Gtl,0,1392,0,0,0,36,0,703,311.0,378.0,0.0,10900,2Story,3,2010,HdBoard,No,IR1,0,HdBoard,SBrkr,Fin,BrkFace,GasA,Attchd,WD,1Fam,689.0,MnPrv,450,CollgCr,RL,161750
215,Y,TA,72.0,1957,1996,CBlock,0,1.0,1,0.0,Fa,Gd,TA,6,TA,5,TA,None,None,64.0,1,20,BLQ,Unf,1.0,1,Norm,Norm,TA,TA,TA,Normal,2,Gable,Min1,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1236,0,0,0,0,0,0,710.0,360.0,0.0,10011,1Story,5,2006,HdBoard,No,IR1,0,HdBoard,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,1070.0,MnPrv,0,NAmes,RL,134450
216,Y,Gd,65.0,2004,2004,PConc,0,0.0,2,1.0,None,Gd,TA,5,Gd,7,Ex,None,None,266.0,0,20,GLQ,Unf,2.0,1,Norm,Norm,TA,TA,TA,Normal,3,Gable,Typ,Lvl,Inside,CompShg,None,Pave,Y,Gtl,0,1436,0,139,0,98,0,0,490.0,946.0,0.0,8450,1Story,4,2008,VinylSd,Mn,Reg,0,VinylSd,SBrkr,Unf,BrkFace,GasA,Attchd,WD,1Fam,1436.0,None,0,CollgCr,RL,210000
